,Company,Action,Industry,Country,tone
352,Interactive Brokers,"['continue', 'operations']",Telecom,USA,1
353,Intercomm Foods,"['continue', 'operations']",Manufacturing,USA,1
354,Intercontinental Exchange,"['continue', 'operations']","Energy, Oil & Gas",USA,1
355,Intercontinental Hotels,"['continue', 'operations']",Agriculture,Germany,1
356,Intercontinental Hotels (IHG),"['continue', 'operations']",Consumer Goods & Clothing,Italy,1
357,Interkassa,"['continue', 'operations']",Manufacturing,USA,1
358,Intermedia,"['continue', 'operations']",Manufacturing,Greece,1
359,International Automobile Federation,"['continue', 'operations']",Automotive,South Korea,1
360,International Baccalaureate Organization,"['continue', 'operations']",Chemical Industry,Germany,1
361,International Basketball Federation,"['continue', 'operations']",Construction & Architecture,Austria,1
362,International Biathlon Union,"['continue', 'operations']",FMCG,United Kingdom,1
363,International Boxing Association,"['continue', 'operations']",Chemical Industry,USA,1
364,International Boxing Federation,"['continue', 'operations']",FMCG,Italy,1
365,International Canoe Federation,"['continue', 'operations']",Telecom,Sri Lanka,1
366,International Cat Federation,"['continue', 'operations']",Conglomerate,Japan,1
367,International Cycling Union,"['continue', 'operations']",Industrial Equipment,Germany,1
368,International Federation for Equestrian Sports,"['continue', 'operations']",Finance & Payments,USA,1
369,International Federation of Journalists (IFJ),"['continue', 'operations']",Fashion & Leisure,Italy,1
370,International Federation of Sport Climbing,"['continue', 'operations']",Engineering,Japan,1
371,International Fencing Federation,"['continue', 'operations']",Events & Education,United Kingdom,1
372,"International Flavors & Fragrances, Inc. (IFF)","['continue', 'operations']",Chemical Industry,Germany,1
373,International Golf Federation,"['continue', 'operations']",Manufacturing,Japan,1
374,International Gymnastics Federation,"['continue', 'operations']",Engineering,United Kingdom,1
375,International Handball Federation,"['continue', 'operations']",Industrial Equipment,Germany,1
376,International Hotel Investments,"['continue', 'operations']",Manufacturing,USA,1
377,International Ice Hockey Federation,"['continue', 'operations']",Manufacturing,Switzerland,1
378,International Investment Bank (IIB),"['continue', 'operations']",Automotive,Germany,1
379,International Judo Federation,"['continue', 'operations']",Manufacturing,Germany,1
380,International Labour Organization,"['continue', 'operations']",Industrial Equipment,USA,1
381,International Metalworking Companies (IMC),"['continue', 'operations']",Consumer Goods & Clothing,Germany,1
382,International Modern Pentathalon Union,"['continue', 'operations']",Metals & Mining,Switzerland,1
383,International Motorcycling Federation,"['continue', 'operations']",Metals & Mining,Austria,1
384,International Olympic Committee,"['continue', 'operations']",Construction & Architecture,Germany,1
385,International Paper,"['continue', 'operations']",Industrial Equipment,Germany,1
386,International Paralympic Committee,"['continue', 'operations']",Food & Beverages,France,1
387,International Shooting Sports Federation,"['continue', 'operations']",Automotive,Austria,1
388,International Skating Union,"['continue', 'operations']",Industrial Equipment,Germany,1
389,International Ski Federation,"['continue', 'operations']",Engineering,Germany,1
390,International Swimming Federation,"['continue', 'operations']",Chemical Industry,United Kingdom,1
391,International Table Tennis Federation,"['continue', 'operations']",FMCG,Taiwan,1
392,International Tennis Federation,"['continue', 'operations']",Engineering,Germany,1
393,International Union of Architects,"['continue', 'operations']",Consumer Goods & Clothing,Malaysia,1
394,International Volleyball Federation,"['continue', 'operations']",Telecom,USA,1
395,International Weightlifting Federation,"['continue', 'operations']",Electronics,Japan,1
396,Interpublic Group,"['continue', 'operations']",Consumer Goods & Clothing,Germany,1
397,InterRail Holding,"['continue', 'operations']",Chemical Industry,Turkey,1
398,Interstate Hotels,"['continue', 'operations']",Consulting & Law,Canada,1
399,Intertek,"['continue', 'operations']",Electronics,Italy,1
400,Intertrust,"['continue', 'operations']",Industrial Equipment,Japan,1
401,Intesa Leasing,"['continue', 'operations']",Logistics & Transport,Finland,1
402,Intesa Sanpaolo,"['continue', 'operations']",Logistics & Transport,United Kingdom,1
403,Intracom Telecom,"['continue', 'operations']",Chemical Industry,USA,1
404,Intuit,"['continue', 'operations']",Pharma & Healthcare,Italy,1
405,Invensys,"['continue', 'operations']",Construction & Architecture,USA,1
406,Invesco,"['continue', 'operations']","Energy, Oil & Gas",United Kingdom,1
407,inXile Entertainment,"['continue', 'operations']",Food & Beverages,South Korea,1
408,Ionos,"['continue', 'operations']",Electronics,Austria,1
409,IPG Photonics,"['continue', 'operations']",Finance & Payments,Spain,1
410,Iponweb (part of Criteo),"['continue', 'operations']",Pharma & Healthcare,Israel,1
411,Ipsen,"['continue', 'operations']",Pharma & Healthcare,Sweden,1
412,Ipsos Group,"['continue', 'operations']",Electronics,USA,1
413,IQVIA,"['continue', 'operations']",Industrial Equipment,Austria,1
414,Iran Aircraft Manufacturing Industrial Company (HESA),"['continue', 'operations']",Finance & Payments,USA,1
415,Ireks,"['continue', 'operations']",Logistics & Transport,Germany,1
416,Iridium Communications,"['continue', 'operations']",IT,Israel,1
417,ISAB,"['continue', 'operations']",Hospitality & Real Estate,Bangladesh,1
418,Isbank,"['continue', 'operations']",Industrial Equipment,Germany,1
419,Iscar Ltd.,"['continue', 'operations']",Pharma & Healthcare,Switzerland,1
420,Ishida,"['continue', 'operations']",FMCG,Germany,1
421,Iskratel,"['continue', 'operations']",Engineering,Germany,1
422,ISS,"['continue', 'operations']",Logistics & Transport,Japan,1
423,ISSA (International Shipsuppliers & Services Association),"['continue', 'operations']",Electronics,Netherlands,1
424,ISUZU,"['continue', 'operations']",Technology,Japan,1
425,IT Hillel (Компьютерная школа),"['continue', 'operations']",IT,USA,1
426,IT-Enterprise,"['continue', 'operations']",Industrial Equipment,Germany,1
427,Italcantieri,"['continue', 'operations']",Automotive,Japan,1
428,Itochu,"['continue', 'operations']",Electronics,USA,1
429,ITT Inc.,"['continue', 'operations']",FMCG,Luxembourg,1
430,ITV,"['continue', 'operations']",Pharma & Healthcare,Hungary,1
431,ITW Food Equipment Group,"['continue', 'operations']",Finance & Payments,USA,1
432,Iveco,"['continue', 'operations']",Agriculture,France,1
433,Ivoclar Vivadent,"['continue', 'operations']",Pharma & Healthcare,USA,1
434,Izamet,"['continue', 'operations']",Chemical Industry,Germany,1
435,J Sainsbury,"['continue', 'operations']",Hospitality & Real Estate,India,1
436,J. Neves & Fihos (JNF),"['continue', 'operations']",Conglomerate,India,1
437,J.K. Rowling,"['continue', 'operations']",Construction & Architecture,Germany,1
438,"J.P. Morgan Asset Management, Inc.","['continue', 'operations']",Chemical Industry,Turkey,1
439,J.P.Morgan,"['continue', 'operations']",Advertising & PR,Japan,1
440,J&T Finance Group,"['continue', 'operations']",Industrial Equipment,Germany,1
441,Jabil,"['continue', 'operations']",Pharma & Healthcare,Denmark,1
442,Jablotron,"['continue', 'operations']",Electronics,Germany,1
443,JAC Motors,"['continue', 'operations']",Consumer Goods & Clothing,Italy,1
444,Jack Wolfskin,"['continue', 'operations']",Technology,Germany,1
445,Jacobs Douwe Egberts,"['continue', 'operations']",Online Services,Luxembourg,1
446,Jacquemus,"['continue', 'operations']",IT,Canada,1
447,Jacques Dessange,"['continue', 'operations']",Engineering,Japan,1
448,Jagarus,"['continue', 'operations']",Construction & Architecture,Czech Republic,1
449,Jägermeister,"['continue', 'operations']",Electronics,International,1
450,Jaguar,"['continue', 'operations']",Automotive,USA,1
451,Jaguar Land Rover,"['continue', 'operations']",Industrial Equipment,Japan,1
452,Jameson,"['continue', 'operations']",Chemical Industry,Germany,1
453,Jameson (Irish Distillers),"['continue', 'operations']",IT,USA,1
454,Jamie Oliver,"['continue', 'operations']",Manufacturing,Switzerland,1
455,Jamie Oliver Group,"['continue', 'operations']",Manufacturing,Switzerland,1
456,Jan de Nul,"['continue', 'operations']",Industrial Equipment,Germany,1
457,Japan Bank for International Cooperation (JBIC),"['continue', 'operations']",Automotive,Germany,1
458,Japan P&I Club,"['continue', 'operations']",Pharma & Healthcare,United Kingdom,1
459,Japan Tobacco,"['continue', 'operations']",Electronics,Norway,1
460,Japan Tobacco International,"['continue', 'operations']",Logistics & Transport,Taiwan,1
461,JapanArctic LNG B.V.,"['continue', 'operations']",Technology,Denmark,1
462,JavaRush,"['continue', 'operations']",IT,France,1
463,Jazeera Airways,"['continue', 'operations']",Construction & Architecture,France,1
464,JCB,"['continue', 'operations']",Telecom,China,1
465,JCB (платёжная система),"['continue', 'operations']",Manufacturing,Czech Republic,1
466,"JCB Co., Ltd","['continue', 'operations']",Chemical Industry,Poland,1
467,JD Sports,"['continue', 'operations']",Pharma & Healthcare,Switzerland,1
468,JD.com,"['continue', 'operations']",Chemical Industry,USA,1
469,JDE Peet's,"['continue', 'operations']",IT,Taiwan,1
470,JDT,"['continue', 'operations']",Food & Beverages,Austria,1
471,Jean Cacharel,"['continue', 'operations']",Manufacturing,Italy,1
472,Jean-Louis David,"['continue', 'operations']",Construction & Architecture,Finland,1
473,Jefferies Financial Group,"['continue', 'operations']",Analytics,United Kingdom,1
474,JERA,"['continue', 'operations']",FMCG,USA,1
475,JetBrains,"['continue', 'operations']",Consulting & Law,Germany,1
476,JETRO,"['continue', 'operations']",Industrial Equipment,France,1
477,JFC International,"['continue', 'operations']",Chemical Industry,Germany,1
478,JGC Holdings Corp,"['continue', 'operations']",IT,USA,1
479,Jidian International Trade Co,"['continue', 'operations']",Automotive,Czech Republic,1
480,JimJam,"['continue', 'operations']",Industrial Equipment,Japan,1
481,Jira,"['continue', 'operations']",Consumer Goods & Clothing,Japan,1
482,JKX Oil & Gas,"['continue', 'operations']",FMCG,Germany,1
483,JLL,"['continue', 'operations']",Automotive,Germany,1
484,Jo Malone,"['continue', 'operations']",Pharma & Healthcare,USA,1
485,Jo Malone London,"['continue', 'operations']",Manufacturing,USA,1
486,Jobble,"['continue', 'operations']",Engineering,Germany,1
487,John Crane Group,"['continue', 'operations']",Consumer Goods & Clothing,USA,1
488,John Lewis Partnership,"['continue', 'operations']",FMCG,Germany,1
489,John McAslan and Partners,"['continue', 'operations']",Construction & Architecture,Finland,1
490,John Wood Group,"['continue', 'operations']",Automotive,USA,1
491,Johnson & Johnson,"['continue', 'operations']",Electronics,Germany,1
492,Johnson Controls,"['continue', 'operations']",FMCG,Japan,1
493,Johnson Health Tech,"['continue', 'operations']",Food & Beverages,Sri Lanka,1
494,Johnson Matthey,"['continue', 'operations']",Defense,France,1
495,Johnson&Johnson,"['continue', 'operations']",Industrial Equipment,Japan,1
496,JOMA,"['continue', 'operations']",Electronics,Japan,1
497,Jones Lang LaSalle Incorporated,"['continue', 'operations']",Industrial Equipment,Japan,1
498,Jooble,"['continue', 'operations']",Manufacturing,USA,1
499,Jotun,"['continue', 'operations']",Electronics,Switzerland,1
500,Jowat,"['continue', 'operations']",Construction & Architecture,United Kingdom,1
501,Joyson Safety Systems,"['continue', 'operations']",Manufacturing,USA,1
502,JP Morgan Chase,"['continue', 'operations']",Engineering,Germany,1
503,JPMorgan,"['continue', 'operations']",Telecom,Turkey,1
504,JPMorgan Russian Securities,"['continue', 'operations']",Engineering,Germany,1
505,JPW Industries,"['continue', 'operations']",Conglomerate,Azerbaijan,1
506,JRC,"['continue', 'operations']",Food & Beverages,Spain,1
507,jsFiddle Inc.,"['continue', 'operations']",Telecom,China,1
508,JST Manufacturing,"['continue', 'operations']",Pharma & Healthcare,Sweden,1
509,JSW Steel,"['continue', 'operations']",Industrial Equipment,Austria,1
510,JTP Architects,"['continue', 'operations']","Energy, Oil & Gas",USA,1
511,Julipedra,"['continue', 'operations']",Telecom,France,1
512,Julius Baer,"['continue', 'operations']",Media,France,1
513,Julius Meinl,"['continue', 'operations']",Food & Beverages,USA,1
514,JUMO,"['continue', 'operations']",Industrial Equipment,Germany,1
515,Jungheinrich,"['continue', 'operations']",Agriculture,Germany,1
516,Jungheinrich AG,"['continue', 'operations']",FMCG,Germany,1
517,Juniper,"['continue', 'operations']",Industrial Equipment,Germany,1
518,Juniper Networks,"['continue', 'operations']",Automotive,Germany,1
519,Junttan,"['continue', 'operations']",Electronics,Japan,1
520,JURALINK,"['continue', 'operations']",Electronics,Japan,1
521,JVC Kenwood,"['continue', 'operations']",Pharma & Healthcare,Japan,1
522,JW Anderson,"['continue', 'operations']",Association & NGO,UAE,1
523,JYSK,"['continue', 'operations']",Manufacturing,Germany,1
524,Kahoot,"['continue', 'operations']",Automotive,Germany,1
525,Kährs,"['continue', 'operations']",Industrial Equipment,France,1
526,Kaleido AI GmbH,"['continue', 'operations']",FMCG,United Kingdom,1
527,Kalnapilis-Taurus,"['continue', 'operations']",Construction & Architecture,Germany,1
528,KAMA Tyre Service,"['continue', 'operations']",IT,France,1
529,KAMAT,"['continue', 'operations']",Electronics,Japan,1
530,Kamis,"['continue', 'operations']",Finance & Payments,Italy,1
531,Kamstrup,"['continue', 'operations']",IT,Austria,1
532,Kansai Paint,"['continue', 'operations']",Manufacturing,Japan,1
533,Kantar Group,"['continue', 'operations']",IT,USA,1
534,Kantar TNS,"['continue', 'operations']",Technology,Switzerland,1
535,Kao Group,"['continue', 'operations']",Engineering,Germany,1
536,Kapsch,"['continue', 'operations']",Manufacturing,Spain,1
537,Kärcher,"['continue', 'operations']",Electronics,United Kingdom,1
538,Karl Lagerfeld,"['continue', 'operations']",Media,Japan,1
539,Karl Storz,"['continue', 'operations']",Industrial Equipment,Liechtenstein,1
540,Kaupfélag Skagfirðinga,"['continue', 'operations']",Manufacturing,Germany,1
541,Kawai Musical Instruments,"['continue', 'operations']",Engineering,Czech Republic,1
542,Kawasaki,"['continue', 'operations']",Industrial Equipment,Germany,1
543,KAZ Minerals,"['continue', 'operations']",Consumer Goods & Clothing,Germany,1
544,Kazakhstan Stock Exchange,"['continue', 'operations']",Consumer Goods & Clothing,Netherlands,1
545,KBC Group,"['continue', 'operations']",Electronics,Germany,1
546,KCA Deutag,"['continue', 'operations']",Manufacturing,Austria,1
547,KDDI Corp,"['continue', 'operations']",Automotive,Germany,1
548,Kearney,"['continue', 'operations']",Industrial Equipment,USA,1
549,keepincrm.com,"['continue', 'operations']",Automotive,Germany,1
550,KeepSolid Inc,"['continue', 'operations']",Finance & Payments,South Korea,1
551,Kellogg,"['continue', 'operations']",Hospitality & Real Estate,Japan,1
552,Kellogg's,"['continue', 'operations']",Consulting & Law,Netherlands,1
553,Kelly,"['continue', 'operations']",Logistics & Transport,Australia,1
554,Kemin,"['continue', 'operations']",Automotive,Japan,1
555,Kemira,"['continue', 'operations']",Defense,USA,1
556,Kemmler Präzisionswerkzeuge GmbH,"['continue', 'operations']",Consulting & Law,Italy,1
557,Kemppi,"['continue', 'operations']",Industrial Equipment,Finland,1
558,Kennametal Inc.,"['continue', 'operations']",Logistics & Transport,Austria,1
559,Kennedys Law,"['continue', 'operations']",Analytics,Germany,1
560,Kepenou Mills,"['continue', 'operations']",Sport,United Kingdom,1
561,Kering,"['continue', 'operations']",Chemical Industry,Japan,1
562,Kerry Group,"['continue', 'operations']",Defense,China,1
