№;Наименование;Регистрационный номер;Наименование на английском;Краткое наименование;Дата регистрации;Возраст компании, лет;Код налогоплательщика;Вид деятельности/отрасль;Организационно-правовая форма;Форма собственности;Размер компании;2017, Среднесписочная численность работников;2018, Среднесписочная численность работников;2019, Среднесписочная численность работников;2020, Среднесписочная численность работников;2021, Среднесписочная численность работников;Мои списки;2017, Выручка, RUB;2018, Выручка, RUB;2019, Выручка, RUB;2020, Выручка, RUB;2021, Выручка, RUB;2017, Прибыль (убыток) до налогообложения , RUB;2018, Прибыль (убыток) до налогообложения , RUB;2019, Прибыль (убыток) до налогообложения , RUB;2020, Прибыль (убыток) до налогообложения , RUB;2021, Прибыль (убыток) до налогообложения , RUB
627;ТИНЕЙБЛ РУС, ООО;1097746221033;TINEIBL RUS, OOO;"ООО ""ТИНЕЙБЛ РУС""";15.04.2009;14,0;7726627860;Торговля розничная компьютерами, периферийными устройствами к ним и программным обеспечением в специализированных магазинах;Общества с ограниченной ответственностью;Частная собственность;Микропредприятия;2;2;2;2;1;"""left""";4 649 000;1 844 000;415 000;544 000;10 000;295 000;9 000;-101 000;-61 000;-42 000
628;ТИФФАНИ РАША, ООО;1127746272697;TIFFANI RASHA, OOO;"ООО ""ТИФФАНИ РАША""";11.04.2012;11,0;7709901304;Торговля розничная ювелирными изделиями в специализированных магазинах;Общества с ограниченной ответственностью;Собственность иностранных юридических лиц;Крупные предприятия;28;40;43;44;52;"""left""";1 466 756 000;2 312 533 000;2 269 613 000;2 989 335 000;4 563 437 000;12 272 000;-32 262 000;-1 019 000;275 609 000;526 713 000
629;ТК БОЛТ.РУ, ООО;1107746603590;TK BOLT.RU, OOO;"ООО ""ТК БОЛТ.РУ""";30.07.2010;12,5;7706741388;Торговля оптовая непродовольственными потребительскими товарами;Общества с ограниченной ответственностью;Частная собственность;Средние предприятия;64;68;69;68;65;"""left""";651 215 000;814 842 000;818 260 000;724 646 000;895 235 000;149 534 000;177 854 000;149 139 000;222 384 000;238 501 000
630;ТКАЛОР, ООО;1210200049498;TOUS COULEUR, LLC;"ООО ""ТКАЛОР""";19.10.2021;1,0;0274968957;Деятельность по оказанию услуг в области бухгалтерского учета, по проведению финансового аудита, по налоговому консультированию;Общества с ограниченной ответственностью;Частная собственность;;;;;;;"""left""";;;;;;;;;;
631;ТКЗ, ООО;1207100007025;TPF, LLC;"ООО ""ТКЗ""";19.06.2020;2,5;7153000120;Производство готовых пищевых продуктов и блюд;Общества с ограниченной ответственностью;Частная собственность;Микропредприятия;;;;2;14;"""left""";;;;;13 427 000;;;;-23 809 000;-143 295 000
632;ТКСИ, ООО;1094028000461;TKSI, OOO;"ООО ""ТКСИ""";17.03.2009;14,0;4028044157;Ремонт машин и оборудования;Общества с ограниченной ответственностью;Собственность иностранных юридических лиц;Малые предприятия;63;67;71;68;60;"""left""";168 364 000;180 698 000;398 121 000;198 295 000;300 136 000;16 306 000;15 378 000;19 030 000;18 664 000;34 601 000
633;ТЛМ, ООО;1028600960585;TLM, OOO;"ООО ""ТЛМ""";28.04.2001;21,5;8603001961;Деятельность автомобильного грузового транспорта и услуги по перевозкам;Общества с ограниченной ответственностью;Частная собственность;Микропредприятия;14;12;8;11;11;"""left""";59 881 000;26 757 000;38 550 000;47 165 000;36 102 000;4 099 000;6 081 000;1 807 000;6 095 000;5 403 000
634;ТМ РИСК МЕНЕДЖМЕНТ РУС, ООО;5157746115918;TM RISK MENEDZHMENT RUS, OOO;"ООО ""ТМ РИСК МЕНЕДЖМЕНТ РУС""";01.12.2015;7,0;9705054989;Деятельность страховых агентов и брокеров;Общества с ограниченной ответственностью;Собственность иностранных юридических лиц;Микропредприятия;8;7;8;7;6;"""left""";29 544 000;37 148 000;41 756 000;36 777 000;44 517 000;2 018 000;17 339 000;-2 000;31 354 000;8 804 000
635;ТМФ РУС, ООО;1067746307386;TMF RUS, A, LLC;"ООО ""ТМФ РУС""";22.02.2006;17,0;7704588720;Деятельность административно-хозяйственная комплексная по обеспечению работы организации;Общества с ограниченной ответственностью;Собственность иностранных юридических лиц;Малые предприятия;23;23;23;18;16;"""left""";152 484 000;176 881 000;161 415 000;125 695 000;130 984 000;97 408 000;138 728 000;77 155 000;65 813 000;14 699 000
636;ТНТ ЭКСПРЕСС УОРЛДУАЙД (СНГ), ООО;1027700179869;TNT EKSPRESS UORLDUAID (SNG), OOO;"ООО ""ТНТ ЭКСПРЕСС УОРЛДУАЙД (СНГ)""";19.04.2000;23,0;7743003117;Деятельность вспомогательная прочая, связанная с перевозками;Общества с ограниченной ответственностью;Собственность иностранных юридических лиц;Крупные предприятия;501 - 1 000;655;668;699;675;"""left""";3 028 608 000;3 781 509 000;4 229 079 000;3 758 421 000;3 989 640 000;-73 751 000;473 298 000;334 756 000;181 825 000;301 471 000
637;ТНТ, ООО;1127746234000;TNT, OOO;"ООО ""ТНТ""";02.04.2012;11,0;7725752402;Торговля оптовая играми и игрушками;Общества с ограниченной ответственностью;Частная собственность;Малые предприятия;53;45;37;27;13;"""left""";793 335 000;564 459 000;265 916 000;213 994 000;184 912 000;53 000;1 177 000;-500 000;420 000;303 000
638;ТОЙОТА ЦУСЕ РУС, ООО;5067847004990;TOIOTA TSUSE RUS, OOO;"ООО ""ТОЙОТА ЦУСЕ РУС""";06.05.2006;16,5;7810060890;Торговля оптовая прочими машинами, оборудованием и принадлежностями;Общества с ограниченной ответственностью;Собственность иностранных юридических лиц;Крупные предприятия;78;78;83;;84;"""left""";6 706 302 000;6 998 766 000;6 302 105 000;4 748 091 000;6 974 837 000;238 238 000;-24 356 000;390 125 000;86 575 000;500 109 000
639;ТОМТОМ, ООО;5167746404744;TOMTOM, OOO;"ООО ""ТОМТОМ""";02.12.2016;6,0;7725343368;Торговля розничная по почте или по информационно-коммуникационной сети Интернет;Общества с ограниченной ответственностью;Частная собственность;;2;2;1;1;1;"""left""";5 351 000;726 000;252 000;;;350 000;-772 000;-422 000;;
640;ТОП ЛУБРИКАНТС, ООО;1087746252120;TOP LUBRICANTS, LLC;"ООО ""ТОП ЛУБРИКАНТС""";21.02.2008;15,0;7707655396;Производство нефтепродуктов;Общества с ограниченной ответственностью;Собственность иностранных юридических лиц;Крупные предприятия;107;51 - 100;;;;"""Сервисы"", ""left""";10 988 881 000;13 541 313 000;13 396 543 000;14 045 679 000;18 771 140 000;1 734 078 000;1 234 806 000;2 024 205 000;1 940 893 000;2 772 648 000
641;ТОРГОВЫЙ ДОМ ПЕРЕКРЕСТОК, АО;1027700034493;TORGOVY DOM PEREKRESTOK, AO;"АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК""";24.03.1994;29,0;7728029110;Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах;Непубличные акционерные общества;Частная собственность;Крупные предприятия;> 5 000;> 5 000;40 240;;;"""left""";847 094 116 000;878 818 369 000;906 693 657 000;823 902 628 000;778 684 489 000;10 382 488 000;7 178 260 000;26 551 887 000;27 928 894 000;26 217 320 000
642;ТОРМ, ООО;1195835012526;TORM, OOO;"ООО ""ТОРМ""";23.07.2019;3,5;5836690934;Торговля оптовая скобяными изделиями, водопроводным и отопительным оборудованием и принадлежностями;Общества с ограниченной ответственностью;Частная собственность;Микропредприятия;;;;1;1;"""left""";;;8 892 000;35 576 000;15 315 000;;;92 000;372 000;120 000
643;ТОСГУЛИН РУС, ООО;1097847036693;TOSGULIN RUS, OOO;"ООО ""ТОСГУЛИН РУС""";10.02.2009;14,0;7810545238;Ремонт машин и оборудования;Общества с ограниченной ответственностью;Собственность иностранных юридических лиц;Микропредприятия;6;6;6;7;4;"""left""";29 251 000;22 637 000;31 926 000;20 913 000;29 506 000;8 374 000;258 000;87 000;-2 645 000;3 871 000
